rank,song,artist,apple,boom,spotify,audiomack,deezer,youtube,RT
382,Kennington Where It Started,"BIS, BLANCO, ACTIVE & MIZORMAC",375,254,350,450,300,325,342.3333333333333
383,I Get Luv,Sleepy Hallow,375,255,350,450,300,325,342.5
384,Duduke,Simi,375,257,350,450,300,325,342.8333333333333
385,Mamacita Go,A92,375,258,350,450,300,325,343.0
386,Mr. Right Now,21 Savage & Metro Boomin,375,259,350,450,300,325,343.1666666666667
387,Kana,Olamide,375,260,350,450,300,325,343.3333333333333
388,Who I Smoke,"Yungeen Ace, Spinabenz, Whoppa Wit Da Choppa, & FastMoney Goon",375,262,350,450,300,325,343.6666666666667
389,Party Girl,StaySolidRocky,375,263,350,450,300,325,343.8333333333333
390,Heartless,Polo G,375,264,350,450,300,325,344.0
391,Feel Di Vibes,Kabaka Pyramid,375,265,350,450,300,325,344.1666666666667
392,Chiraqimony,Lil Durk,375,266,350,450,300,325,344.3333333333333
393,Dumebi,Rema,375,267,350,450,300,325,344.5
394,Rora,Reekado Banks,375,268,350,450,300,325,344.6666666666667
395,Nasty C,All In Cover - Ras Jahlil,375,269,350,450,300,325,344.8333333333333
396,Shqipet  E Marr (HELLBANIANZ),Vinz,375,270,350,450,300,325,345.0
397,Ruthless ft. Jay Critch,Lil Tjay,375,272,350,450,300,325,345.3333333333333
398,Go Stupid,Polo G,375,273,350,450,300,325,345.5
399,Second Sermon,Black Sherif,375,274,350,450,300,325,345.6666666666667
400,ZEZE,Kodak Black,375,275,350,450,300,325,345.8333333333333
401,DND,Polo G,375,276,350,450,300,325,346.0
402,Mafo,Naira Marley and Young Jonn,375,277,350,450,300,325,346.1666666666667
403,TROLLZ,6ix9ine & Nicki Minaj,375,278,350,450,300,325,346.3333333333333
404,Arewa,Bello Sisqo,375,279,350,450,300,325,346.5
405,Kyakykyawa,Bello Sisqo,375,280,350,450,300,325,346.6666666666667
406,All I Need,Lloyd,375,281,350,450,300,325,346.8333333333333
407,Took Her To The O,King Von,375,282,350,450,300,325,347.0
408,Netflix and Chill,Fredo,375,283,350,450,300,325,347.1666666666667
409,As E Dey Go,Naira Marley,375,284,350,450,300,325,347.3333333333333
410,Sauce Freestyle,Ambush Buzzworl,375,285,350,450,300,325,347.5
411,Don't Dull,Wizkid,375,286,350,450,300,325,347.6666666666667
412,HEARTEATER,XXXTENTACION,375,287,350,450,300,325,347.8333333333333
413,Maserati (Remix),Olakira,375,288,350,450,300,325,348.0
414,Emotionally Scarred [Remix] (Lil Baby),wewantwraiths,375,289,350,450,300,325,348.1666666666667
415,We Getting Money,Sheff G,375,290,350,450,300,325,348.3333333333333
416,Exchange,Bryson Tiller,375,291,350,450,300,325,348.5
417,MAN 'O' WAR,Kida Kudz,375,292,350,450,300,325,348.6666666666667
418,Sean Paul,Lu City,375,293,350,450,300,325,348.8333333333333
419,Rules,Doja Cat,375,294,350,450,300,325,349.0
420,6locc 6a6y,Lil Loaded,375,295,350,450,300,325,349.1666666666667
421,Drake feat. Wizkid & Kyla,One Dance - Blackhart Remix Production - SIYL - Drake feat. Wizkid & Kyla,375,296,350,450,300,325,349.3333333333333
422,REBEL TIME,MOONGA K. and Sampa the Great,375,297,350,450,300,325,349.5
423,Next Up,OFB - S2-E14 - OFB,375,298,350,450,300,325,349.6666666666667
424,Lesson,Skillibeng,375,299,350,450,300,325,349.8333333333333
425,No Suburban Pt. 2,Sheff G,375,300,350,450,300,325,350.0
426,Runnin,21 Savage & Metro Boomin,375,301,350,450,300,325,350.1666666666667
427,Book Of Revelations,Dax,375,302,350,450,300,325,350.3333333333333
428,Dark times,Victony,375,303,350,450,300,325,350.5
429,DIFFERENT,Mowgs,375,304,350,450,300,325,350.6666666666667
430,Baby,Joeboy,375,305,350,450,300,325,350.8333333333333
431,Drop Dat Remix,"Larry Alabi, Fizzler and Skengdo featuring A9Ksav",375,306,350,450,300,325,351.0
432,Dreams,Prince Swanny,375,307,350,450,300,325,351.1666666666667
433,Legit,Angela Okorie,375,308,350,450,300,325,351.3333333333333
434,London,Booka600,375,309,350,450,300,325,351.5
435,Collard Greens ( Jersey Club Remix),SchoolBoy Q,375,310,350,450,300,325,351.6666666666667
436,Faneto,Chief Keef,375,311,350,450,300,325,351.8333333333333
437,"Lil Tjay, 6LACK",Calling My Phone (Marji Remix) - Marji,375,312,350,450,300,325,352.0
438,2 Fake,Sleepy Hallow,375,313,350,450,300,325,352.1666666666667
439,Last Name,Future,375,314,350,450,300,325,352.3333333333333
440,Hood Scars 2,J.I the Prince of N.Y & Lil Tjay,375,315,350,450,300,325,352.5
441,Beginning,Joeboy,375,316,350,450,300,325,352.6666666666667
442,Izolo,DJ Maphorisa x Tyler ICU,375,317,350,450,300,325,352.8333333333333
443,All That Matters,Minister GUC,375,318,350,450,300,325,353.0
444,Consent,Joeboy,375,319,350,450,300,325,353.1666666666667
445,Drivers License (Remix),Yng Lee,375,320,350,450,300,325,353.3333333333333
446,Vibration,Fireboy DML,375,321,350,450,300,325,353.5
447,Pak 'n' Go,Kizz Daniel,375,322,350,450,300,325,353.6666666666667
448,Alien,The Movement,375,323,350,450,300,325,353.8333333333333
449,Peace Of Mind,Loyz,375,324,350,450,300,325,354.0
450,Winnin,Munna Duke,375,325,350,450,300,325,354.1666666666667
451,Ooh La La,Jesse Royal,375,326,350,450,300,325,354.3333333333333
452,GREECE,DJ Khaled,375,327,350,450,300,325,354.5
453,Jwe,Bisa Kdei,375,328,350,450,300,325,354.6666666666667
454,Unforgettable,wewantwraiths,375,330,350,450,300,325,355.0
455,Valentino,24kGoldn,375,331,350,450,300,325,355.1666666666667
456,Happier,Marshmello,375,332,350,450,300,325,355.3333333333333
457,Aisha,Bello Sisqo,375,333,350,450,300,325,355.5
458,Woju,Kiss Daniel,375,334,350,450,300,325,355.6666666666667
459,What To Do,Rotimi,375,335,350,450,300,325,355.8333333333333
460,Fati,Bello Sisqo,375,336,350,450,300,325,356.0
461,Ayoyo,Rudeboy,375,337,350,450,300,325,356.1666666666667
462,Walk In (Feat. Rylo Rodriguez),Lil Baby,375,338,350,450,300,325,356.3333333333333
463,Reminds Me Of You,Juice WRLD & The Kid LAROI,375,339,350,450,300,325,356.5
464,Hood Life,Vinz,375,340,350,450,300,325,356.6666666666667
465,Excuse Me,$NOT,375,341,350,450,300,325,356.8333333333333
466,All Talk,3ohBlack,375,342,350,450,300,325,357.0
467,The Mop,TisaKorean,375,343,350,450,300,325,357.1666666666667
468,Fear We,Medz Boss,375,344,350,450,300,325,357.3333333333333
469,Chinedum,Mercy Chinwo,375,345,350,450,300,325,357.5
470,Potter Payper x Meekz Type Beat,Bottom | UK Rap Instrumental 2021 - Vin,375,346,350,450,300,325,357.6666666666667
471,BBC,Blaqbonez,375,347,350,450,300,325,357.8333333333333
472,Nurse,ssgkobe,375,348,350,450,300,325,358.0
473,Love Is Only A Feeling,Joey Bada$$,375,349,350,450,300,325,358.1666666666667
474,FNF,ssgkobe,375,350,350,450,300,325,358.3333333333333
475,Fine China,Future & Juice WRLD,375,351,350,450,300,325,358.5
476,Mo40,Anonymous Music,375,352,350,450,300,325,358.6666666666667
477,PTSD,G Herbo,375,353,350,450,300,325,358.8333333333333
478,Out & Clean,Dane Ray and Akino DirtFree,375,354,350,450,300,325,359.0
479,You're amazing,Okopi Peterson,375,355,350,450,300,325,359.1666666666667
480,Calling My Spirit,Kodak Black,375,356,350,450,300,325,359.3333333333333
481,Spontaneous Worship With Peterson Okopi,Peterson Okopi,375,357,350,450,300,325,359.5
482,Swervin,A Boogie Wit Da Hoodie,375,358,350,450,300,325,359.6666666666667
483,Atmosphere Of Worship Unplugged Ft. Peterson Okopi,Peterson Okopi,375,359,350,450,300,325,359.8333333333333
484,WOO (REMIX),Komplain,375,360,350,450,300,325,360.0
485,Deep Wounds,Polo G,375,361,350,450,300,325,360.1666666666667
486,Billionaire,Teni,375,362,350,450,300,325,360.3333333333333
487,Post Malone x 21 Savage,Rockstar - Swagg Smiff Aka Sleek W,375,363,350,450,300,325,360.5
488,God Alone,"Popcaan, Notnice",375,364,350,450,300,325,360.6666666666667
489,O Ga Eme,Peterson Okopi,375,365,350,450,300,325,360.8333333333333
490,hellboy,Lil Peep,375,366,350,450,300,325,361.0
491,Back in blood,Pooh sheisty,375,367,350,450,300,325,361.1666666666667
492,My Dawg,21 Savage & Metro Boomin,375,368,350,450,300,325,361.3333333333333
493,Bankroll,Rich The Kid & YoungBoy Never Broke Again,375,369,350,450,300,325,361.5
494,Osuba,Okopi Peterson,375,370,350,450,300,325,361.6666666666667
495,Tycoon,Show Dem Camp featuring Reminisce and Mojo,375,371,350,450,300,325,361.8333333333333
496,Friends Like These,Popcaan,375,372,350,450,300,325,362.0
497,Cultural Praise Vol.2,"Kcee, Okwesili Eze Group",375,373,350,450,300,325,362.1666666666667
498,#Blitz,Marin,375,374,350,450,300,325,362.3333333333333
499,TOO SWEET (O DUN),Niniola,375,375,350,450,300,325,362.5
500,12 AM,Munna Duke,375,376,350,450,300,325,362.6666666666667
501,PEACE IN THE STORM,SINACH,375,377,350,450,300,325,362.8333333333333
502,Tetley,Kwengface,375,378,350,450,300,325,363.0
503,Nico x Vinz Ft. Bynoe,Am I Wrong - Bynoe,375,379,350,450,300,325,363.1666666666667
504,Dark Beat I Sad Beat I Deep Beat I Emotional Beat I Piano Beat,Don't Cry - LuxrayBeats,375,380,350,450,300,325,363.3333333333333
505,Mixed Personalities,YNW Melly,375,381,350,450,300,325,363.5
506,TobyShang x Sunkkeysnoop,Shedibalabala - sunkkeysnoop,375,382,350,450,300,325,363.6666666666667
507,Omalicha,kolaboy,375,383,350,450,300,325,363.8333333333333
508,TV,Kwengface & BGody,375,384,350,450,300,325,364.0
509,Afraid | [BEAT WITH HOOK] Emotional Piano Hip Hop Beat with Hook,WyshmasterBeats.com,375,385,350,450,300,325,364.1666666666667
510,Tukye,Cabum,375,386,350,450,300,325,364.3333333333333
511,Opp Bitch,FBG GOAT,375,387,350,450,300,325,364.5
512,In My Maserati,Olakira,375,388,350,450,300,325,364.6666666666667
513,Gët Busy,Yeat,375,390,350,450,300,325,365.0
514,How It Go,King Von,375,391,350,450,300,325,365.1666666666667
515,Trap Queen,Fetty Wap,375,392,350,450,300,325,365.3333333333333
516,Trap Nigga,Shoreline Mafia,375,393,350,450,300,325,365.5
517,Another One,Rimzee,375,394,350,450,300,325,365.6666666666667
518,Activate,Stonebwoy,375,395,350,450,300,325,365.8333333333333
519,PURE WATER X BOASTY [CALLI B REMIX],"Wiley, Stefflon Don & Sean Paul ft. Idris Elba",375,396,350,450,300,325,366.0
520,Drogba (Joanna),Afro B,375,397,350,450,300,325,366.1666666666667
521,Above The Rim,DaBaby,375,398,350,450,300,325,366.3333333333333
522,Bottom Bitch,Doja Cat,375,399,350,450,300,325,366.5
523,Downfall,Lil Durk,375,400,350,450,300,325,366.6666666666667
524,Moody,Sheff G,375,401,350,450,300,325,366.8333333333333
525,Dinner Guest,AJ Tracey,375,402,350,450,300,325,367.0
526,Ilekun Ayo,Kabex x Diamond Jimma,375,403,350,450,300,325,367.1666666666667
527,No Clue,Young Nudy,375,404,350,450,300,325,367.3333333333333
528,Soapy,Naira Marley,375,405,350,450,300,325,367.5
529,Pretty Girl,Adekunle Gold,375,406,350,450,300,325,367.6666666666667
530,Naruto Drillings,Offica,375,407,350,450,300,325,367.8333333333333
531,MOSLADO,Teni,375,408,350,450,300,325,368.0
532,Courteney Cox,Connor Price,375,409,350,450,300,325,368.1666666666667
533,VPN,Balloranking,375,410,350,450,300,325,368.3333333333333
534,Shivers,Ed Sheeran,375,411,350,450,300,325,368.5
535,Wonder Woman,WSTRN,375,412,350,450,300,325,368.6666666666667
536,Slaughter,Corizo,375,413,350,450,300,325,368.8333333333333
537,Get Layd,Saintdan,375,414,350,450,300,325,369.0
538,Loose It,Olamide & Eskeez,375,415,350,450,300,325,369.1666666666667
539,Straight to 4th,Mozzy,375,417,350,450,300,325,369.5
540,Life Support,YoungBoy Never Broke Again,375,418,350,450,300,325,369.6666666666667
541,ELI,Fireboy DML,375,419,350,450,300,325,369.8333333333333
542,So What?,Uncle Murda,375,420,350,450,300,325,370.0
543,Try Me,Tems,375,421,350,450,300,325,370.1666666666667
544,Celebrate Forever,M.I.G,375,422,350,450,300,325,370.3333333333333
545,Walking Lick,Tray Haggerty,375,423,350,450,300,325,370.5
546,Faster,L.A.X,375,424,350,450,300,325,370.6666666666667
547,ARIBA,Stonebwoy and FOCALISTIC,375,425,350,450,300,325,370.8333333333333
548,Las last,Jaywon,375,426,350,450,300,325,371.0
549,I Dey Miss You,Skales,375,428,350,450,300,325,371.3333333333333
